,in_degree,pos_in_edges,neg_in_edges,out_degree,pos_out_edges,neg_out_edges
4845,1.0,1.0,0.0,1.0,1.0,0.0
4846,1.0,1.0,0.0,2.0,1.0,1.0
4847,1.0,1.0,0.0,2.0,2.0,0.0
4848,1.0,1.0,0.0,1.0,1.0,0.0
4849,1.0,1.0,0.0,0.0,0.0,0.0
4850,3.0,3.0,0.0,2.0,2.0,0.0
4851,5.0,5.0,0.0,4.0,4.0,0.0
4852,9.0,9.0,0.0,5.0,5.0,0.0
4853,2.0,0.0,2.0,0.0,0.0,0.0
4854,1.0,1.0,0.0,1.0,1.0,0.0
4855,3.0,3.0,0.0,0.0,0.0,0.0
4856,1.0,1.0,0.0,0.0,0.0,0.0
4857,5.0,4.0,1.0,11.0,10.0,1.0
4858,1.0,1.0,0.0,0.0,0.0,0.0
4859,2.0,2.0,0.0,3.0,2.0,1.0
4860,17.0,16.0,1.0,17.0,11.0,6.0
4861,3.0,3.0,0.0,4.0,4.0,0.0
4862,4.0,4.0,0.0,6.0,6.0,0.0
4863,1.0,1.0,0.0,0.0,0.0,0.0
4864,1.0,1.0,0.0,1.0,1.0,0.0
4865,1.0,1.0,0.0,0.0,0.0,0.0
4866,1.0,1.0,0.0,1.0,1.0,0.0
4867,24.0,23.0,1.0,22.0,22.0,0.0
4868,1.0,0.0,1.0,0.0,0.0,0.0
4869,1.0,1.0,0.0,2.0,2.0,0.0
4870,6.0,0.0,6.0,5.0,1.0,4.0
4871,2.0,1.0,1.0,1.0,0.0,1.0
4872,1.0,1.0,0.0,1.0,1.0,0.0
4873,1.0,1.0,0.0,1.0,1.0,0.0
4874,1.0,1.0,0.0,1.0,1.0,0.0
4875,23.0,23.0,0.0,23.0,22.0,1.0
4876,1.0,1.0,0.0,0.0,0.0,0.0
4877,1.0,1.0,0.0,0.0,0.0,0.0
4878,1.0,1.0,0.0,1.0,1.0,0.0
4879,3.0,3.0,0.0,2.0,2.0,0.0
4880,1.0,1.0,0.0,1.0,1.0,0.0
4881,2.0,2.0,0.0,2.0,2.0,0.0
4882,2.0,2.0,0.0,2.0,2.0,0.0
4883,6.0,5.0,1.0,3.0,3.0,0.0
4884,12.0,12.0,0.0,16.0,16.0,0.0
4885,0.0,0.0,0.0,1.0,0.0,1.0
4886,3.0,3.0,0.0,2.0,2.0,0.0
4887,2.0,2.0,0.0,2.0,1.0,1.0
4888,1.0,0.0,1.0,0.0,0.0,0.0
4889,1.0,1.0,0.0,0.0,0.0,0.0
4890,18.0,12.0,6.0,14.0,14.0,0.0
4891,1.0,1.0,0.0,0.0,0.0,0.0
4892,2.0,2.0,0.0,2.0,2.0,0.0
4893,13.0,13.0,0.0,16.0,16.0,0.0
4894,1.0,1.0,0.0,1.0,1.0,0.0
4895,1.0,1.0,0.0,1.0,1.0,0.0
4896,1.0,1.0,0.0,1.0,1.0,0.0
4897,5.0,5.0,0.0,1.0,1.0,0.0
4898,6.0,3.0,3.0,7.0,6.0,1.0
4899,9.0,7.0,2.0,11.0,6.0,5.0
4900,1.0,1.0,0.0,1.0,1.0,0.0
4901,1.0,0.0,1.0,1.0,1.0,0.0
4902,1.0,1.0,0.0,1.0,1.0,0.0
4903,1.0,1.0,0.0,0.0,0.0,0.0
4904,2.0,2.0,0.0,0.0,0.0,0.0
4905,1.0,1.0,0.0,2.0,2.0,0.0
4906,1.0,1.0,0.0,1.0,1.0,0.0
4907,5.0,4.0,1.0,5.0,5.0,0.0
4908,1.0,1.0,0.0,1.0,1.0,0.0
4909,1.0,0.0,1.0,0.0,0.0,0.0
4910,1.0,0.0,1.0,0.0,0.0,0.0
4911,1.0,0.0,1.0,0.0,0.0,0.0
4912,1.0,0.0,1.0,0.0,0.0,0.0
4913,1.0,0.0,1.0,0.0,0.0,0.0
4914,1.0,0.0,1.0,0.0,0.0,0.0
4915,2.0,2.0,0.0,1.0,1.0,0.0
4916,3.0,3.0,0.0,4.0,4.0,0.0
4917,1.0,1.0,0.0,1.0,1.0,0.0
4918,2.0,2.0,0.0,2.0,2.0,0.0
4919,3.0,2.0,1.0,3.0,3.0,0.0
4920,2.0,2.0,0.0,1.0,1.0,0.0
4921,25.0,25.0,0.0,18.0,17.0,1.0
4922,4.0,4.0,0.0,4.0,4.0,0.0
4923,1.0,1.0,0.0,1.0,1.0,0.0
4924,2.0,2.0,0.0,2.0,2.0,0.0
4925,23.0,23.0,0.0,22.0,21.0,1.0
4926,2.0,1.0,1.0,1.0,1.0,0.0
4927,1.0,1.0,0.0,3.0,3.0,0.0
4928,1.0,1.0,0.0,2.0,2.0,0.0
4929,1.0,1.0,0.0,0.0,0.0,0.0
4930,2.0,2.0,0.0,0.0,0.0,0.0
4931,1.0,1.0,0.0,0.0,0.0,0.0
4932,2.0,2.0,0.0,0.0,0.0,0.0
4933,2.0,2.0,0.0,0.0,0.0,0.0
4934,3.0,2.0,1.0,0.0,0.0,0.0
4935,2.0,2.0,0.0,0.0,0.0,0.0
4936,1.0,1.0,0.0,0.0,0.0,0.0
4937,8.0,8.0,0.0,11.0,9.0,2.0
4938,4.0,4.0,0.0,1.0,1.0,0.0
4939,1.0,1.0,0.0,0.0,0.0,0.0
4940,1.0,1.0,0.0,0.0,0.0,0.0
4941,1.0,1.0,0.0,0.0,0.0,0.0
4942,3.0,3.0,0.0,6.0,6.0,0.0
4943,2.0,2.0,0.0,2.0,2.0,0.0
4944,1.0,1.0,0.0,1.0,1.0,0.0
4945,3.0,3.0,0.0,4.0,3.0,1.0
4946,1.0,1.0,0.0,1.0,1.0,0.0
4947,1.0,1.0,0.0,0.0,0.0,0.0
4948,1.0,1.0,0.0,0.0,0.0,0.0
4949,2.0,2.0,0.0,0.0,0.0,0.0
4950,1.0,1.0,0.0,0.0,0.0,0.0
4951,1.0,1.0,0.0,0.0,0.0,0.0
4952,2.0,2.0,0.0,0.0,0.0,0.0
4953,1.0,1.0,0.0,0.0,0.0,0.0
4954,1.0,1.0,0.0,0.0,0.0,0.0
4955,2.0,2.0,0.0,0.0,0.0,0.0
4956,1.0,1.0,0.0,6.0,6.0,0.0
4957,2.0,2.0,0.0,1.0,1.0,0.0
4958,1.0,1.0,0.0,0.0,0.0,0.0
4959,1.0,1.0,0.0,0.0,0.0,0.0
4960,1.0,1.0,0.0,1.0,1.0,0.0
4961,1.0,1.0,0.0,1.0,1.0,0.0
4962,1.0,1.0,0.0,1.0,1.0,0.0
4963,0.0,0.0,0.0,1.0,1.0,0.0
4964,1.0,1.0,0.0,1.0,1.0,0.0
4965,7.0,5.0,2.0,5.0,4.0,1.0
4966,0.0,0.0,0.0,1.0,1.0,0.0
4967,3.0,1.0,2.0,2.0,1.0,1.0
4968,1.0,1.0,0.0,1.0,1.0,0.0
4969,1.0,1.0,0.0,3.0,3.0,0.0
4970,3.0,3.0,0.0,4.0,4.0,0.0
4971,1.0,1.0,0.0,1.0,1.0,0.0
4972,1.0,1.0,0.0,0.0,0.0,0.0
4973,1.0,1.0,0.0,0.0,0.0,0.0
4974,1.0,1.0,0.0,1.0,1.0,0.0
4975,1.0,1.0,0.0,0.0,0.0,0.0
4976,1.0,1.0,0.0,0.0,0.0,0.0
4977,2.0,0.0,2.0,3.0,1.0,2.0
4978,1.0,1.0,0.0,1.0,1.0,0.0
4979,1.0,1.0,0.0,1.0,1.0,0.0
4980,3.0,3.0,0.0,3.0,3.0,0.0
4981,1.0,1.0,0.0,1.0,1.0,0.0
4982,1.0,1.0,0.0,2.0,2.0,0.0
4983,6.0,6.0,0.0,8.0,8.0,0.0
4984,1.0,1.0,0.0,1.0,1.0,0.0
4985,1.0,1.0,0.0,1.0,1.0,0.0
4986,6.0,4.0,2.0,3.0,3.0,0.0
4987,3.0,3.0,0.0,4.0,4.0,0.0
4988,4.0,2.0,2.0,3.0,3.0,0.0
4989,1.0,1.0,0.0,1.0,1.0,0.0
4990,1.0,1.0,0.0,2.0,2.0,0.0
4991,6.0,2.0,4.0,3.0,2.0,1.0
4992,1.0,1.0,0.0,1.0,1.0,0.0
4993,2.0,2.0,0.0,11.0,11.0,0.0
4994,1.0,1.0,0.0,1.0,1.0,0.0
4995,2.0,2.0,0.0,4.0,4.0,0.0
4996,4.0,3.0,1.0,3.0,3.0,0.0
4997,2.0,2.0,0.0,3.0,3.0,0.0
4998,1.0,1.0,0.0,0.0,0.0,0.0
4999,1.0,1.0,0.0,2.0,2.0,0.0
5000,1.0,0.0,1.0,0.0,0.0,0.0
5001,1.0,1.0,0.0,1.0,1.0,0.0
5002,1.0,1.0,0.0,0.0,0.0,0.0
5003,2.0,2.0,0.0,2.0,2.0,0.0
5004,1.0,1.0,0.0,0.0,0.0,0.0
5005,4.0,4.0,0.0,0.0,0.0,0.0
5006,1.0,1.0,0.0,0.0,0.0,0.0
5007,1.0,1.0,0.0,3.0,3.0,0.0
5008,1.0,1.0,0.0,1.0,1.0,0.0
5009,1.0,1.0,0.0,2.0,2.0,0.0
5010,1.0,1.0,0.0,0.0,0.0,0.0
5011,1.0,1.0,0.0,0.0,0.0,0.0
5012,1.0,1.0,0.0,1.0,1.0,0.0
5013,18.0,18.0,0.0,21.0,19.0,2.0
5014,3.0,3.0,0.0,3.0,3.0,0.0
5015,2.0,1.0,1.0,1.0,1.0,0.0
5016,1.0,1.0,0.0,1.0,1.0,0.0
5017,1.0,1.0,0.0,1.0,1.0,0.0
5018,1.0,1.0,0.0,0.0,0.0,0.0
5019,1.0,1.0,0.0,0.0,0.0,0.0
5020,1.0,1.0,0.0,1.0,1.0,0.0
5021,4.0,1.0,3.0,4.0,3.0,1.0
5022,1.0,1.0,0.0,0.0,0.0,0.0
5023,1.0,1.0,0.0,4.0,4.0,0.0
5024,1.0,1.0,0.0,1.0,1.0,0.0
5025,17.0,17.0,0.0,21.0,19.0,2.0
5026,1.0,1.0,0.0,0.0,0.0,0.0
5027,7.0,2.0,5.0,5.0,3.0,2.0
5028,14.0,14.0,0.0,13.0,12.0,1.0
5029,4.0,4.0,0.0,5.0,5.0,0.0
5030,3.0,3.0,0.0,2.0,2.0,0.0
5031,1.0,1.0,0.0,1.0,1.0,0.0
5032,1.0,1.0,0.0,1.0,1.0,0.0
5033,0.0,0.0,0.0,2.0,2.0,0.0
5034,1.0,1.0,0.0,1.0,0.0,1.0
5035,1.0,1.0,0.0,1.0,1.0,0.0
5036,3.0,0.0,3.0,1.0,1.0,0.0
5037,3.0,2.0,1.0,2.0,2.0,0.0
5038,1.0,1.0,0.0,1.0,1.0,0.0
5039,2.0,1.0,1.0,2.0,2.0,0.0
5040,1.0,1.0,0.0,0.0,0.0,0.0
5041,4.0,4.0,0.0,5.0,5.0,0.0
5042,1.0,1.0,0.0,1.0,1.0,0.0
5043,1.0,1.0,0.0,1.0,1.0,0.0
5044,2.0,2.0,0.0,2.0,2.0,0.0
5045,3.0,3.0,0.0,3.0,3.0,0.0
5046,4.0,4.0,0.0,2.0,2.0,0.0
5047,1.0,1.0,0.0,1.0,1.0,0.0
5048,1.0,1.0,0.0,1.0,1.0,0.0
5049,1.0,1.0,0.0,1.0,1.0,0.0
5050,1.0,1.0,0.0,1.0,1.0,0.0
5051,1.0,0.0,1.0,0.0,0.0,0.0
5052,0.0,0.0,0.0,2.0,1.0,1.0
5053,1.0,1.0,0.0,0.0,0.0,0.0
5054,2.0,2.0,0.0,2.0,2.0,0.0
5055,1.0,1.0,0.0,1.0,1.0,0.0
5056,2.0,2.0,0.0,4.0,4.0,0.0
5057,1.0,1.0,0.0,1.0,1.0,0.0
5058,1.0,1.0,0.0,0.0,0.0,0.0
5059,4.0,3.0,1.0,2.0,2.0,0.0
5060,1.0,1.0,0.0,1.0,1.0,0.0
5061,1.0,1.0,0.0,1.0,1.0,0.0
5062,1.0,0.0,1.0,0.0,0.0,0.0
5063,1.0,0.0,1.0,0.0,0.0,0.0
5064,7.0,7.0,0.0,5.0,4.0,1.0
5065,13.0,13.0,0.0,23.0,21.0,2.0
5066,3.0,0.0,3.0,7.0,7.0,0.0
5067,7.0,5.0,2.0,4.0,4.0,0.0
5068,8.0,6.0,2.0,4.0,4.0,0.0
5069,6.0,4.0,2.0,5.0,5.0,0.0
5070,6.0,4.0,2.0,3.0,3.0,0.0
5071,7.0,5.0,2.0,3.0,3.0,0.0
5072,5.0,3.0,2.0,3.0,3.0,0.0
5073,3.0,3.0,0.0,1.0,1.0,0.0
5074,1.0,1.0,0.0,1.0,1.0,0.0
5075,1.0,1.0,0.0,5.0,5.0,0.0
5076,1.0,1.0,0.0,1.0,1.0,0.0
5077,1.0,0.0,1.0,0.0,0.0,0.0
5078,1.0,1.0,0.0,1.0,1.0,0.0
5079,3.0,3.0,0.0,3.0,3.0,0.0
5080,3.0,2.0,1.0,2.0,1.0,1.0
5081,1.0,0.0,1.0,0.0,0.0,0.0
5082,1.0,0.0,1.0,0.0,0.0,0.0
5083,1.0,0.0,1.0,0.0,0.0,0.0
5084,1.0,1.0,0.0,0.0,0.0,0.0
5085,1.0,1.0,0.0,1.0,1.0,0.0
5086,4.0,3.0,1.0,1.0,1.0,0.0
5087,1.0,1.0,0.0,1.0,1.0,0.0
5088,2.0,2.0,0.0,1.0,1.0,0.0
5089,1.0,1.0,0.0,1.0,1.0,0.0
5090,1.0,1.0,0.0,0.0,0.0,0.0
5091,1.0,1.0,0.0,1.0,1.0,0.0
5092,1.0,1.0,0.0,1.0,1.0,0.0
5093,2.0,2.0,0.0,1.0,1.0,0.0
5094,2.0,2.0,0.0,1.0,1.0,0.0
5095,1.0,1.0,0.0,1.0,1.0,0.0
5096,2.0,1.0,1.0,2.0,1.0,1.0
5097,1.0,1.0,0.0,0.0,0.0,0.0
5098,1.0,1.0,0.0,2.0,2.0,0.0
5099,1.0,1.0,0.0,0.0,0.0,0.0
5100,2.0,1.0,1.0,0.0,0.0,0.0
5101,3.0,3.0,0.0,3.0,3.0,0.0
5103,4.0,4.0,0.0,3.0,3.0,0.0
5104,1.0,1.0,0.0,1.0,1.0,0.0
5105,1.0,1.0,0.0,1.0,1.0,0.0
5106,1.0,0.0,1.0,0.0,0.0,0.0
5107,1.0,0.0,1.0,0.0,0.0,0.0
5108,1.0,0.0,1.0,0.0,0.0,0.0
5109,1.0,0.0,1.0,0.0,0.0,0.0
5110,1.0,0.0,1.0,0.0,0.0,0.0
5111,1.0,0.0,1.0,0.0,0.0,0.0
5112,1.0,0.0,1.0,0.0,0.0,0.0
5113,1.0,0.0,1.0,0.0,0.0,0.0
5114,1.0,0.0,1.0,0.0,0.0,0.0
5115,5.0,2.0,3.0,3.0,2.0,1.0
5116,1.0,0.0,1.0,0.0,0.0,0.0
5117,1.0,1.0,0.0,0.0,0.0,0.0
5118,1.0,0.0,1.0,1.0,1.0,0.0
5119,1.0,1.0,0.0,2.0,2.0,0.0
5120,2.0,2.0,0.0,2.0,2.0,0.0
5121,2.0,2.0,0.0,2.0,2.0,0.0
5122,1.0,1.0,0.0,1.0,1.0,0.0
5123,2.0,2.0,0.0,1.0,1.0,0.0
5124,1.0,1.0,0.0,1.0,1.0,0.0
5125,3.0,3.0,0.0,5.0,5.0,0.0
5126,1.0,1.0,0.0,0.0,0.0,0.0
5127,1.0,1.0,0.0,0.0,0.0,0.0
5128,1.0,1.0,0.0,1.0,1.0,0.0
5129,3.0,1.0,2.0,1.0,1.0,0.0
5130,1.0,1.0,0.0,1.0,1.0,0.0
5131,1.0,1.0,0.0,1.0,1.0,0.0
5132,1.0,1.0,0.0,2.0,2.0,0.0
5133,1.0,1.0,0.0,1.0,1.0,0.0
5134,1.0,1.0,0.0,1.0,1.0,0.0
5135,1.0,1.0,0.0,0.0,0.0,0.0
5136,1.0,1.0,0.0,0.0,0.0,0.0
5137,1.0,1.0,0.0,0.0,0.0,0.0
5138,3.0,2.0,1.0,3.0,3.0,0.0
5139,6.0,6.0,0.0,5.0,5.0,0.0
5140,1.0,1.0,0.0,0.0,0.0,0.0
5141,1.0,1.0,0.0,1.0,1.0,0.0
5142,3.0,2.0,1.0,1.0,1.0,0.0
5143,1.0,1.0,0.0,2.0,2.0,0.0
5144,2.0,2.0,0.0,2.0,2.0,0.0
5145,1.0,1.0,0.0,1.0,1.0,0.0
5146,7.0,7.0,0.0,5.0,5.0,0.0
5147,2.0,0.0,2.0,0.0,0.0,0.0
5148,1.0,0.0,1.0,0.0,0.0,0.0
5149,3.0,0.0,3.0,0.0,0.0,0.0
5150,2.0,0.0,2.0,0.0,0.0,0.0
5151,1.0,1.0,0.0,1.0,1.0,0.0
5152,1.0,0.0,1.0,0.0,0.0,0.0
5153,1.0,0.0,1.0,0.0,0.0,0.0
5154,1.0,0.0,1.0,0.0,0.0,0.0
5155,3.0,3.0,0.0,3.0,3.0,0.0
5156,2.0,2.0,0.0,2.0,2.0,0.0
5157,10.0,10.0,0.0,6.0,6.0,0.0
5158,1.0,1.0,0.0,0.0,0.0,0.0
5159,2.0,0.0,2.0,0.0,0.0,0.0
5160,2.0,0.0,2.0,0.0,0.0,0.0
5161,2.0,0.0,2.0,0.0,0.0,0.0
5162,1.0,1.0,0.0,0.0,0.0,0.0
5163,1.0,1.0,0.0,1.0,1.0,0.0
5164,2.0,0.0,2.0,0.0,0.0,0.0
5165,1.0,1.0,0.0,1.0,1.0,0.0
5166,1.0,0.0,1.0,0.0,0.0,0.0
5167,1.0,0.0,1.0,0.0,0.0,0.0
5168,1.0,0.0,1.0,0.0,0.0,0.0
5169,1.0,0.0,1.0,0.0,0.0,0.0
5170,1.0,0.0,1.0,0.0,0.0,0.0
5171,1.0,0.0,1.0,0.0,0.0,0.0
5172,1.0,0.0,1.0,0.0,0.0,0.0
5173,1.0,0.0,1.0,0.0,0.0,0.0
5174,1.0,0.0,1.0,0.0,0.0,0.0
5175,5.0,5.0,0.0,6.0,6.0,0.0
5176,1.0,0.0,1.0,0.0,0.0,0.0
5177,1.0,0.0,1.0,0.0,0.0,0.0
5178,1.0,1.0,0.0,1.0,1.0,0.0
5179,1.0,1.0,0.0,0.0,0.0,0.0
5180,2.0,2.0,0.0,4.0,4.0,0.0
5181,1.0,0.0,1.0,0.0,0.0,0.0
5182,1.0,0.0,1.0,0.0,0.0,0.0
5183,1.0,1.0,0.0,0.0,0.0,0.0
5184,1.0,1.0,0.0,1.0,1.0,0.0
5185,2.0,0.0,2.0,0.0,0.0,0.0
5186,5.0,4.0,1.0,3.0,3.0,0.0
5187,1.0,1.0,0.0,1.0,1.0,0.0
5188,1.0,0.0,1.0,1.0,0.0,1.0
5189,3.0,0.0,3.0,0.0,0.0,0.0
5190,1.0,0.0,1.0,0.0,0.0,0.0
5191,1.0,0.0,1.0,0.0,0.0,0.0
5192,2.0,0.0,2.0,1.0,1.0,0.0
5193,6.0,2.0,4.0,8.0,3.0,5.0
5194,1.0,1.0,0.0,1.0,1.0,0.0
5195,6.0,2.0,4.0,2.0,2.0,0.0
5196,1.0,0.0,1.0,0.0,0.0,0.0
5197,5.0,2.0,3.0,6.0,1.0,5.0
5198,4.0,0.0,4.0,8.0,2.0,6.0
5199,3.0,0.0,3.0,3.0,0.0,3.0
5200,5.0,1.0,4.0,6.0,1.0,5.0
5201,5.0,1.0,4.0,4.0,1.0,3.0
5202,5.0,1.0,4.0,3.0,0.0,3.0
5203,3.0,0.0,3.0,3.0,0.0,3.0
5204,2.0,1.0,1.0,0.0,0.0,0.0
5205,3.0,0.0,3.0,0.0,0.0,0.0
5206,3.0,2.0,1.0,0.0,0.0,0.0
5207,2.0,0.0,2.0,0.0,0.0,0.0
5208,1.0,1.0,0.0,1.0,1.0,0.0
5209,1.0,0.0,1.0,0.0,0.0,0.0
5210,1.0,0.0,1.0,0.0,0.0,0.0
5211,1.0,1.0,0.0,1.0,1.0,0.0
5212,5.0,4.0,1.0,1.0,1.0,0.0
5213,3.0,0.0,3.0,3.0,1.0,2.0
5214,1.0,0.0,1.0,0.0,0.0,0.0
5215,4.0,2.0,2.0,1.0,1.0,0.0
5216,3.0,1.0,2.0,1.0,1.0,0.0
5217,6.0,0.0,6.0,2.0,2.0,0.0
5218,2.0,2.0,0.0,1.0,1.0,0.0
5219,1.0,1.0,0.0,2.0,1.0,1.0
5220,1.0,0.0,1.0,0.0,0.0,0.0
5221,1.0,1.0,0.0,1.0,1.0,0.0
5222,1.0,0.0,1.0,0.0,0.0,0.0
5223,1.0,0.0,1.0,0.0,0.0,0.0
5224,5.0,5.0,0.0,4.0,4.0,0.0
5225,1.0,0.0,1.0,0.0,0.0,0.0
5226,1.0,0.0,1.0,1.0,1.0,0.0
5227,49.0,48.0,1.0,58.0,58.0,0.0
5228,12.0,11.0,1.0,14.0,13.0,1.0
5229,1.0,1.0,0.0,0.0,0.0,0.0
5230,1.0,0.0,1.0,0.0,0.0,0.0
5231,8.0,5.0,3.0,4.0,4.0,0.0
5232,1.0,0.0,1.0,0.0,0.0,0.0
5233,1.0,0.0,1.0,0.0,0.0,0.0
5234,1.0,1.0,0.0,3.0,3.0,0.0
5235,2.0,0.0,2.0,2.0,1.0,1.0
5236,2.0,2.0,0.0,1.0,1.0,0.0
5237,2.0,1.0,1.0,1.0,1.0,0.0
5238,1.0,0.0,1.0,2.0,0.0,2.0
5239,4.0,1.0,3.0,1.0,1.0,0.0
5240,3.0,1.0,2.0,0.0,0.0,0.0
5241,1.0,1.0,0.0,1.0,1.0,0.0
5242,3.0,3.0,0.0,4.0,4.0,0.0
5243,2.0,0.0,2.0,0.0,0.0,0.0
5244,1.0,1.0,0.0,1.0,1.0,0.0
5245,3.0,2.0,1.0,1.0,1.0,0.0
5246,1.0,1.0,0.0,1.0,1.0,0.0
5247,1.0,1.0,0.0,0.0,0.0,0.0
5248,1.0,1.0,0.0,1.0,1.0,0.0
5249,5.0,5.0,0.0,4.0,4.0,0.0
5250,1.0,1.0,0.0,1.0,1.0,0.0
5251,14.0,13.0,1.0,13.0,13.0,0.0
5252,1.0,1.0,0.0,0.0,0.0,0.0
5253,1.0,1.0,0.0,1.0,1.0,0.0
5254,1.0,1.0,0.0,0.0,0.0,0.0
5255,11.0,10.0,1.0,11.0,11.0,0.0
5256,1.0,1.0,0.0,0.0,0.0,0.0
5257,1.0,1.0,0.0,2.0,2.0,0.0
5258,1.0,1.0,0.0,1.0,1.0,0.0
5259,6.0,6.0,0.0,5.0,5.0,0.0
5260,2.0,2.0,0.0,1.0,1.0,0.0
5261,1.0,1.0,0.0,1.0,1.0,0.0
5262,1.0,0.0,1.0,0.0,0.0,0.0
5263,1.0,1.0,0.0,1.0,1.0,0.0
5264,1.0,1.0,0.0,0.0,0.0,0.0
5265,1.0,1.0,0.0,1.0,1.0,0.0
5267,2.0,2.0,0.0,3.0,3.0,0.0
5268,1.0,1.0,0.0,0.0,0.0,0.0
5269,3.0,3.0,0.0,6.0,6.0,0.0
5270,1.0,0.0,1.0,0.0,0.0,0.0
5271,1.0,1.0,0.0,1.0,1.0,0.0
5272,1.0,1.0,0.0,0.0,0.0,0.0
5273,1.0,0.0,1.0,0.0,0.0,0.0
5274,1.0,1.0,0.0,0.0,0.0,0.0
5275,2.0,2.0,0.0,1.0,1.0,0.0
5276,1.0,0.0,1.0,0.0,0.0,0.0
5277,1.0,0.0,1.0,0.0,0.0,0.0
5278,1.0,1.0,0.0,1.0,1.0,0.0
5279,1.0,1.0,0.0,1.0,1.0,0.0
5280,5.0,5.0,0.0,8.0,8.0,0.0
5281,1.0,0.0,1.0,0.0,0.0,0.0
5282,1.0,1.0,0.0,1.0,1.0,0.0
5283,1.0,1.0,0.0,2.0,1.0,1.0
5284,1.0,1.0,0.0,1.0,1.0,0.0
5285,2.0,0.0,2.0,0.0,0.0,0.0
5286,6.0,6.0,0.0,7.0,7.0,0.0
5287,3.0,3.0,0.0,3.0,3.0,0.0
5288,2.0,0.0,2.0,0.0,0.0,0.0
5289,1.0,0.0,1.0,0.0,0.0,0.0
5290,1.0,1.0,0.0,1.0,1.0,0.0
5291,1.0,0.0,1.0,0.0,0.0,0.0
5292,1.0,1.0,0.0,1.0,1.0,0.0
5293,1.0,1.0,0.0,1.0,1.0,0.0
5294,5.0,5.0,0.0,3.0,3.0,0.0
5295,1.0,0.0,1.0,0.0,0.0,0.0
5296,7.0,7.0,0.0,6.0,6.0,0.0
5297,3.0,3.0,0.0,1.0,1.0,0.0
5298,4.0,3.0,1.0,4.0,4.0,0.0
5299,3.0,3.0,0.0,0.0,0.0,0.0
5300,1.0,0.0,1.0,0.0,0.0,0.0
5301,1.0,0.0,1.0,0.0,0.0,0.0
5302,1.0,1.0,0.0,1.0,1.0,0.0
5303,1.0,0.0,1.0,0.0,0.0,0.0
5304,1.0,0.0,1.0,0.0,0.0,0.0
5305,3.0,0.0,3.0,0.0,0.0,0.0
5306,1.0,1.0,0.0,1.0,1.0,0.0
5307,1.0,1.0,0.0,1.0,1.0,0.0
5308,1.0,1.0,0.0,1.0,1.0,0.0
5309,1.0,1.0,0.0,2.0,2.0,0.0
5310,3.0,3.0,0.0,3.0,3.0,0.0
5311,1.0,1.0,0.0,1.0,1.0,0.0
5312,6.0,4.0,2.0,6.0,3.0,3.0
5313,1.0,0.0,1.0,0.0,0.0,0.0
5314,1.0,0.0,1.0,0.0,0.0,0.0
5315,1.0,1.0,0.0,2.0,2.0,0.0
5316,27.0,27.0,0.0,16.0,15.0,1.0
5317,5.0,5.0,0.0,2.0,2.0,0.0
5318,2.0,2.0,0.0,1.0,1.0,0.0
5319,1.0,0.0,1.0,0.0,0.0,0.0
5320,1.0,0.0,1.0,0.0,0.0,0.0
5321,1.0,1.0,0.0,1.0,1.0,0.0
5322,1.0,1.0,0.0,1.0,1.0,0.0
5323,1.0,0.0,1.0,0.0,0.0,0.0
5324,1.0,0.0,1.0,0.0,0.0,0.0
5325,1.0,0.0,1.0,0.0,0.0,0.0
5326,1.0,0.0,1.0,0.0,0.0,0.0
5327,1.0,0.0,1.0,0.0,0.0,0.0
5328,1.0,0.0,1.0,0.0,0.0,0.0
5329,1.0,0.0,1.0,0.0,0.0,0.0
5330,1.0,0.0,1.0,0.0,0.0,0.0
5331,1.0,0.0,1.0,0.0,0.0,0.0
5332,1.0,0.0,1.0,0.0,0.0,0.0
5333,1.0,0.0,1.0,0.0,0.0,0.0
5334,1.0,0.0,1.0,0.0,0.0,0.0
5335,1.0,0.0,1.0,0.0,0.0,0.0
5336,1.0,0.0,1.0,0.0,0.0,0.0
5337,1.0,0.0,1.0,0.0,0.0,0.0
5338,2.0,0.0,2.0,0.0,0.0,0.0
5339,1.0,1.0,0.0,3.0,3.0,0.0
5340,1.0,0.0,1.0,0.0,0.0,0.0
5341,1.0,0.0,1.0,0.0,0.0,0.0
5342,1.0,0.0,1.0,0.0,0.0,0.0
5343,1.0,0.0,1.0,0.0,0.0,0.0
5344,2.0,0.0,2.0,0.0,0.0,0.0
5345,3.0,2.0,1.0,2.0,2.0,0.0
5346,3.0,0.0,3.0,0.0,0.0,0.0
5347,1.0,1.0,0.0,1.0,1.0,0.0
5348,1.0,1.0,0.0,1.0,1.0,0.0
5349,1.0,0.0,1.0,0.0,0.0,0.0
5350,1.0,0.0,1.0,0.0,0.0,0.0
5351,1.0,1.0,0.0,0.0,0.0,0.0
5352,2.0,2.0,0.0,2.0,2.0,0.0
5353,9.0,9.0,0.0,7.0,6.0,1.0
5354,1.0,0.0,1.0,0.0,0.0,0.0
5355,1.0,1.0,0.0,1.0,1.0,0.0
5356,1.0,1.0,0.0,1.0,1.0,0.0
5357,1.0,0.0,1.0,0.0,0.0,0.0
5358,2.0,2.0,0.0,1.0,1.0,0.0
5359,2.0,2.0,0.0,2.0,2.0,0.0
5360,3.0,3.0,0.0,1.0,1.0,0.0
5361,1.0,0.0,1.0,0.0,0.0,0.0
5362,1.0,1.0,0.0,1.0,1.0,0.0
